t,f,r,p,y,dr,dp,dy,gt_x,gt_y,gt_z,gt_r,gt_p,gt_y,
5.54781,0.21964,-0.027187,-0.0063426,-0.016368,-0.00038891,-0.00114189,0,-0.472901,1.80455,0.142174,0.0527647,0.0541844,-0.00154296,
5.57309,0.219157,-0.0305414,-0.00420334,-0.016368,-0.00335443,0.00213926,0,-0.473672,1.80348,0.145014,0.0552165,0.0586547,-0.000120482,
5.57506,0.219292,-0.0313491,-0.00521626,-0.016368,-0.000807676,-0.00101292,3.46945e-18,-0.474151,1.80271,0.146473,0.0526505,0.0599851,-0.00103942,
5.57986,0.219398,-0.0308352,-0.00549523,-0.016368,0.000513871,-0.000278967,-3.46945e-18,-0.474151,1.80271,0.146473,0.0526505,0.0599851,-0.00103942,
5.5834,0.220046,-0.0280172,-0.00445738,-0.016368,0.00281806,0.00103785,3.46945e-18,-0.474404,1.80237,0.147381,0.0491219,0.0588784,8.94804e-05,
5.59187,0.22037,-0.0280477,-0.00447792,-0.016368,-3.058e-05,-2.05401e-05,-3.46945e-18,-0.474404,1.80237,0.147381,0.0491219,0.0588784,8.94804e-05,
5.60511,0.220773,-0.0272196,-0.00415813,-0.016368,0.000828175,0.000319786,-6.93889e-18,-0.475324,1.80088,0.150753,0.0478439,0.0575218,-0.00140329,
5.61177,0.221028,-0.0270517,-0.0035294,-0.016368,0.000167879,0.000628735,3.46945e-18,-0.475324,1.80088,0.150753,0.0478439,0.0575218,-0.00140329,
5.62588,0.220966,-0.0299441,-0.00595203,-0.016368,-0.00289237,-0.00242263,3.46945e-18,-0.475899,1.80003,0.15287,0.0454597,0.0547472,-0.000965359,
5.63234,0.221161,-0.0300778,-0.00553789,-0.016368,-0.000133744,0.000414139,3.46945e-18,-0.475899,1.80003,0.15287,0.0454597,0.0547472,-0.000965359,
5.64849,0.22165,-0.0295252,-0.00517267,-0.016368,0.000552574,0.000365224,-6.93889e-18,-0.476884,1.79855,0.156213,0.0455087,0.0558557,-0.00284591,
5.65227,0.223116,-0.0287382,-0.00310731,-0.016368,0.000786983,0.00206536,0,-0.476884,1.79855,0.156213,0.0455087,0.0558557,-0.00284591,
5.66616,0.223439,-0.0287668,-0.00312594,-0.016368,-2.85708e-05,-1.86277e-05,-3.46945e-18,-0.477813,1.79723,0.158605,0.0462989,0.0546201,-0.00109897,
5.67198,0.223483,-0.0291771,-0.0026313,-0.016368,-0.000410287,0.000494636,1.04083e-17,-0.477813,1.79723,0.158605,0.0462989,0.0546201,-0.00109897,
5.68212,0.223806,-0.0292061,-0.00264934,-0.016368,-2.90429e-05,-1.80353e-05,3.46945e-18,-0.478163,1.79669,0.159748,0.0474858,0.0559092,-0.00196667,
5.69796,0.224543,-0.0319263,-0.00461003,-0.016368,-0.00272012,-0.00196069,0,-0.479093,1.79538,0.162032,0.0470711,0.0564561,-0.00127049,
5.70218,0.224735,-0.0319377,-0.00487104,-0.016368,-1.14572e-05,-0.000261007,-3.46945e-18,-0.479093,1.79538,0.162032,0.0470711,0.0564561,-0.00127049,
5.71138,0.224951,-0.0320641,-0.00461543,-0.016368,-0.000126347,0.000255607,-3.46945e-18,-0.479301,1.795,0.162798,0.0441157,0.0569978,-0.000582309,
5.72184,0.225529,-0.0318336,-0.00399592,-0.016368,0.000230435,0.000619513,3.46945e-18,-0.479301,1.795,0.162798,0.0441157,0.0569978,-0.000582309,
5.73599,0.225854,-0.0318633,-0.00401549,-0.016368,-2.96796e-05,-1.95693e-05,0,-0.48077,1.79279,0.166506,0.0476564,0.0567787,-0.000771426,
5.74151,0.226179,-0.0318929,-0.00403504,-0.016368,-2.96128e-05,-1.95501e-05,0,-0.48077,1.79279,0.166506,0.0476564,0.0567787,-0.000771426,
5.75173,0.227351,-0.0307316,-0.00225427,-0.016368,0.00116135,0.00178076,-3.46945e-18,-0.480969,1.79236,0.16719,0.047493,0.0568502,-0.00016449,
5.76672,0.227606,-0.0307773,-0.00224643,-0.016368,-4.5733e-05,7.84216e-06,3.46945e-18,-0.48198,1.79091,0.169346,0.046214,0.0546755,0.000126249,
5.77125,0.227949,-0.0300664,-0.00220421,-0.016368,0.000710934,4.22251e-05,-3.46945e-18,-0.48198,1.79091,0.169346,0.046214,0.0546755,0.000126249,
5.78111,0.228786,-0.0326216,-0.00165596,-0.016368,-0.00255521,0.000548248,3.46945e-18,-0.482282,1.79052,0.170043,0.046519,0.0531827,0.000906643,
5.79817,0.229037,-0.0327825,-0.00120588,-0.016368,-0.000160926,0.000450073,-3.46945e-18,-0.48328,1.78891,0.17243,0.0434075,0.0559733,0.00512062,
5.80209,0.229226,-0.0321804,-0.00172701,-0.016368,0.000602123,-0.000521126,-3.46945e-18,-0.48328,1.78891,0.17243,0.0434075,0.0559733,0.00512062,
5.81138,0.22955,-0.0322096,-0.00174515,-0.016368,-2.92617e-05,-1.81403e-05,3.46945e-18,-0.483876,1.78824,0.173197,0.0441989,0.0538059,0.000622723,
5.82179,0.230058,-0.0321993,-0.000873747,-0.016368,1.02972e-05,0.000871404,0,-0.484347,1.78753,0.174031,0.0441856,0.0520884,0.000655603,
5.83618,0.230308,-0.0323363,-0.000343749,-0.016368,-0.00013691,0.000529998,0,-0.485001,1.78646,0.175626,0.0429044,0.0505756,0.000850957,
5.84133,0.230626,-0.0321794,0.000124023,-0.016368,0.000156885,0.000467772,3.46945e-18,-0.485001,1.78646,0.175626,0.0429044,0.0505756,0.000850957,
5.85169,0.231165,-0.0319628,0.00152329,-0.016368,0.000216603,0.00139927,0,-0.485564,1.78574,0.176575,0.0422644,0.0536072,0.000920064,
5.86753,0.231393,-0.0319264,0.000783434,-0.016368,3.63603e-05,-0.00073986,-6.93889e-18,-0.486675,1.78394,0.178722,0.0405385,0.0560521,-0.000862105,
5.87237,0.23153,-0.0317921,0.000266884,-0.016368,0.000134281,-0.00051655,1.04083e-17,-0.486675,1.78394,0.178722,0.0405385,0.0560521,-0.000862105,
5.88262,0.231854,-0.0318201,0.00024965,-0.016368,-2.79885e-05,-1.72348e-05,-6.93889e-18,-0.487042,1.78343,0.179142,0.0417037,0.0590669,-0.00210579,
5.89629,0.232197,-0.0345671,-0.00247373,-0.016368,-0.00274698,-0.00272338,0,-0.487787,1.78218,0.1808,0.0399095,0.0586601,-0.000392109,
5.90189,0.232439,-0.0342845,-0.00221798,-0.016368,0.000282646,0.000255749,0,-0.487787,1.78218,0.1808,0.0399095,0.0586601,-0.000392109,
5.91117,0.232763,-0.0343134,-0.00223727,-0.016368,-2.89476e-05,-1.92941e-05,0,-0.48844,1.78139,0.181954,0.0390159,0.0570529,0.000485005,
5.9215,0.233782,-0.0326809,4.66764e-05,-0.016368,0.0016325,0.00228395,0,-0.488902,1.78073,0.182871,0.039844,0.0579065,0.000614301,
5.93534,0.233955,-0.033033,-0.000120604,-0.016368,-0.000352098,-0.000167281,-6.93889e-18,-0.489942,1.77934,0.184419,0.0332493,0.0533788,0.000576426,
5.94128,0.234551,-0.0313868,0.00115702,-0.016368,0.00164622,0.00127762,6.93889e-18,-0.489942,1.77934,0.184419,0.0332493,0.0533788,0.000576426,
5.95162,0.234704,-0.032866,-0.00010777,-0.016368,-0.00147927,-0.00126479,-3.46945e-18,-0.490324,1.77877,0.185242,0.0332882,0.0514027,0.000610408,
5.9677,0.234954,-0.0329919,0.000490306,-0.016368,-0.000125898,0.000598076,3.46945e-18,-0.491424,1.77742,0.186775,0.0373724,0.0508551,0.00112658,
5.97144,0.234911,-0.0343372,0.000830337,-0.016368,-0.00134525,0.000340031,-3.46945e-18,-0.491424,1.77742,0.186775,0.0373724,0.0508551,0.00112658,
5.98207,0.235235,-0.0343652,0.000814879,-0.016368,-2.79799e-05,-1.54586e-05,6.93889e-18,-0.491879,1.77676,0.187687,0.0361712,0.0498031,0.000852031,
5.9928,0.235958,-0.0326348,0.00291588,-0.016368,0.00173036,0.002101,-3.46945e-18,-0.492354,1.77631,0.188149,0.035451,0.0495642,-0.00105992,
6.0061,0.236263,-0.0325614,0.00301336,-0.016368,7.34266e-05,9.74758e-05,-3.46945e-18,-0.493098,1.77474,0.189621,0.0337048,0.0533356,-0.000144814,
6.01122,0.236612,-0.0322925,0.00289922,-0.016368,0.000268873,-0.000114137,6.93889e-18,-0.493098,1.77474,0.189621,0.0337048,0.0533356,-0.000144814,
6.02094,0.237404,-0.0332053,0.00228904,-0.016368,-0.000912754,-0.000610184,0,-0.493283,1.77449,0.189867,0.0333841,0.0531359,-0.000283766,
6.03456,0.237717,-0.0331853,0.00235838,-0.016368,1.99217e-05,6.93399e-05,-3.46945e-18,-0.494464,1.77264,0.192041,0.0369359,0.0539506,7.12049e-05,
6.0413,0.238041,-0.0332113,0.00234284,-0.016368,-2.59665e-05,-1.55389e-05,0,-0.494464,1.77264,0.192041,0.0369359,0.0539506,7.12049e-05,
6.05177,0.237261,-0.0360093,0.000647992,-0.016368,-0.00279797,-0.00169485,0,-0.494923,1.77203,0.192788,0.0335047,0.0522862,-0.00177051,
6.06787,0.23769,-0.0352109,0.00113612,-0.016368,0.000798348,0.000488124,0,-0.495701,1.77118,0.19393,0.035293,0.0537284,-0.00109093,
6.07105,0.237786,-0.0358544,0.000867784,-0.016368,-0.000643423,-0.000268332,-3.46945e-18,-0.495701,1.77118,0.19393,0.035293,0.0537284,-0.00109093,
6.08776,0.238112,-0.0358823,0.000851262,-0.016368,-2.79512e-05,-1.65214e-05,6.93889e-18,-0.496864,1.76957,0.195797,0.0342669,0.0553948,-0.00094338,
6.10312,0.23838,-0.0348422,0.00248318,-0.016368,0.00104012,0.00163192,-3.46945e-18,-0.497297,1.76912,0.196487,0.0336851,0.0542167,-0.00317082,
6.10913,0.238712,-0.0348157,0.00282516,-0.016368,2.64474e-05,0.000341971,-3.46945e-18,-0.497933,1.76843,0.19745,0.0340502,0.0523681,-0.00309259,
6.11509,0.238869,-0.0350469,0.00344594,-0.016368,-0.000231134,0.000620785,0,-0.498361,1.76775,0.198355,0.0318829,0.0559135,-0.0015281,
